,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,target
1,0.021407682448625565,0.014257073402404785,0.012122871354222298,0.013729340396821499,0.040171921253204346,0.03697126731276512,0.06583349406719208,0.04826222360134125,0.0319121889770031,0.1424323171377182,0.12211557477712631,0.11991875618696213,0.1276487559080124,0.15016557276248932,0.15876051783561707,0.22778171300888062,0.20024730265140533,0.17179885506629944,0.11508679389953613,0.1026001051068306,0.10996393114328384,0.1087225079536438,0.2140059918165207,0.18850527703762054,0.19655412435531616,0.1631372570991516,0.1332358419895172,0.2452203333377838,0.2452203333377838,0.2452203333377838,0.2452203333377838,0.2452203333377838,0.2452203333377838,0.2452203333377838,0.2452203333377838,0.2452203333377838,0.12088198959827423,0.12859675288200378,0.1330246776342392,0.12286949157714844,0.1205531433224678,0.11840339004993439,0.15019573271274567,0.1395878940820694,0.13207533955574036,0.08897142112255096,0.12094138562679291,0.14079993963241577,0.10436999797821045,0.09953070431947708,0.06839829683303833,0.07359397411346436,0.07198368012905121,0.08050926774740219,0.21324938535690308,0.21421566605567932,0.21421566605567932,0.21421566605567932,0.21421566605567932,0.21421566605567932,0.21421566605567932,0.21421566605567932,0.21421566605567932,0.17244896292686462,0.17065122723579407,0.1900521218776703,0.195965975522995,0.21421566605567932,0.2052934616804123,0.21421566605567932,0.21421566605567932,0.19317787885665894,1.0
2,0.03784220293164253,0.023709362372756004,0.035149089992046356,0.028420228511095047,0.04405248537659645,0.0325060710310936,0.05103060603141785,0.03678712993860245,0.04022088646888733,0.13208939135074615,0.13116806745529175,0.1767255961894989,0.18091164529323578,0.2266421765089035,0.16379152238368988,0.19072148203849792,0.15233972668647766,0.13743945956230164,0.1611882448196411,0.14083436131477356,0.2393377125263214,0.13481856882572174,0.15471084415912628,0.09855156391859055,0.15045252442359924,0.11043590307235718,0.16374646127223969,0.2393377125263214,0.2393377125263214,0.2393377125263214,0.2393377125263214,0.2393377125263214,0.2393377125263214,0.2393377125263214,0.2393377125263214,0.2393377125263214,0.1077498346567154,0.11044055968523026,0.16524939239025116,0.13140249252319336,0.18023565411567688,0.1127336248755455,0.13888120651245117,0.10752323269844055,0.1092844009399414,0.10922976583242416,0.14419159293174744,0.2099841833114624,0.1149848997592926,0.17613710463047028,0.09435739368200302,0.11472036689519882,0.07836057245731354,0.09857061505317688,0.20069114863872528,0.2099841833114624,0.2099841833114624,0.2099841833114624,0.2099841833114624,0.17583973705768585,0.18341363966464996,0.179560586810112,0.1879204511642456,0.16395330429077148,0.17241781949996948,0.2099841833114624,0.2099841833114624,0.2099841833114624,0.19339202344417572,0.1734139323234558,0.19440890848636627,0.2042725533246994,1.0
3,0.01615823060274124,0.00886918231844902,0.008706632070243359,0.009167340584099293,0.012851609848439693,0.013320508413016796,0.024400044232606888,0.016447974368929863,0.015433809719979763,0.11969949305057526,0.09233839064836502,0.10659278184175491,0.09364935010671616,0.08144326508045197,0.09169565141201019,0.11995025724172592,0.11043477058410645,0.12051776051521301,0.1405320167541504,0.1394076943397522,0.15817952156066895,0.13062691688537598,0.1586964726448059,0.11678041517734528,0.14330998063087463,0.11346641182899475,0.12410130351781845,0.28480276465415955,0.28480276465415955,0.28480276465415955,0.28480276465415955,0.28480276465415955,0.28480276465415955,0.28480276465415955,0.28480276465415955,0.28480276465415955,0.09741876274347305,0.08523420989513397,0.09934607893228531,0.0830855518579483,0.07296926528215408,0.07237212359905243,0.08651154488325119,0.08454529196023941,0.09588049352169037,0.05958874896168709,0.06314699351787567,0.07561350613832474,0.05791962146759033,0.06117499619722366,0.03882588818669319,0.04400099813938141,0.04094674810767174,0.05136895179748535,0.23820741474628448,0.23820741474628448,0.23820741474628448,0.23820741474628448,0.23820741474628448,0.23820741474628448,0.23820741474628448,0.23754043877124786,0.23820741474628448,0.22903969883918762,0.23820741474628448,0.23820741474628448,0.23820741474628448,0.23820741474628448,0.1614065170288086,0.1720597892999649,0.1524622142314911,0.18781103193759918,1.0
4,0.0005045319558121264,0.0013933141017332673,0.00021865512826479971,0.00033111899392679334,0.002904965076595545,0.0028637379873543978,0.010869507677853107,0.0074866353534162045,0.0005874501075595617,0.08542405068874359,0.10441940277814865,0.10341734439134598,0.1512165367603302,0.20913423597812653,0.15029674768447876,0.2769339978694916,0.21707090735435486,0.06957701593637466,0.02879316732287407,0.029654156416654587,0.023796603083610535,0.03395230695605278,0.0631270706653595,0.05308477208018303,0.2060609757900238,0.15950126945972443,0.04267729073762894,0.2769339978694916,0.2769339978694916,0.24407249689102173,0.2769339978694916,0.2769339978694916,0.2769339978694916,0.2769339978694916,0.2769339978694916,0.2769339978694916,0.0734046921133995,0.07631217688322067,0.07706225663423538,0.09133975952863693,0.12583214044570923,0.09069778770208359,0.20868180692195892,0.13211138546466827,0.06515156477689743,0.1930384635925293,0.12565885484218597,0.1801549196243286,0.09311865270137787,0.14771908521652222,0.10996565222740173,0.22567987442016602,0.16271981596946716,0.2063027024269104,0.17930305004119873,0.17332035303115845,0.16747155785560608,0.15833839774131775,0.22567987442016602,0.1825738549232483,0.22567987442016602,0.22567987442016602,0.1777224838733673,0.17430119216442108,0.13584895431995392,0.20717446506023407,0.13028863072395325,0.22567987442016602,0.15000121295452118,0.22567987442016602,0.20676444470882416,0.1681346446275711,1.0
5,0.04997502267360687,0.04434594511985779,0.042293597012758255,0.04517294466495514,0.06233504042029381,0.06120472773909569,0.07822190225124359,0.061992060393095016,0.050403889268636703,0.1697886437177658,0.1622265875339508,0.1811666637659073,0.1416959911584854,0.14448486268520355,0.13619031012058258,0.1466427445411682,0.1286027431488037,0.15583883225917816,0.12762297689914703,0.1797245442867279,0.20905056595802307,0.1775636076927185,0.21944047510623932,0.18880963325500488,0.19555224478244781,0.16515016555786133,0.12158447504043579,0.22966955602169037,0.22966955602169037,0.22966955602169037,0.22966955602169037,0.22966955602169037,0.22966955602169037,0.22966955602169037,0.22774936258792877,0.22966955602169037,0.18309222161769867,0.1762167513370514,0.20365841686725616,0.15273398160934448,0.134578675031662,0.1274673342704773,0.12795548141002655,0.11709221452474594,0.16277123987674713,0.08639390021562576,0.07815364003181458,0.12207585573196411,0.06838901340961456,0.05527987331151962,0.04089098423719406,0.04663953557610512,0.037231720983982086,0.07212939113378525,0.2363012582063675,0.2363012582063675,0.2363012582063675,0.2363012582063675,0.2363012582063675,0.2363012582063675,0.2363012582063675,0.2363012582063675,0.2363012582063675,0.13989123702049255,0.17503128945827484,0.2363012582063675,0.20899219810962677,0.1576451063156128,0.1250838190317154,0.10648532956838608,0.11587602645158768,0.12453653663396835,1.0
6,0.06320510804653168,0.09076252579689026,0.1216357946395874,0.06242328882217407,0.10054779052734375,0.06395722925662994,0.06811953336000443,0.05552804470062256,0.05738436058163643,0.04426446929574013,0.03429369255900383,0.04973158985376358,0.032911237329244614,0.03715967759490013,0.01812199130654335,0.02958778664469719,0.030345281586050987,0.04977317899465561,0.23914892971515656,0.23914892971515656,0.23914892971515656,0.23582418262958527,0.23914892971515656,0.2112284004688263,0.23914892971515656,0.21327930688858032,0.23616637289524078,0.23914892971515656,0.23914892971515656,0.23914892971515656,0.20333774387836456,0.23914892971515656,0.1633201390504837,0.22472728788852692,0.19810664653778076,0.23914892971515656,0.06516458094120026,0.04417534917593002,0.06176469847559929,0.04074660316109657,0.04403097927570343,0.023705970495939255,0.038513049483299255,0.040241632610559464,0.06911150366067886,0.04998530447483063,0.034101925790309906,0.039250221103429794,0.01955663226544857,0.022853652015328407,0.012973268516361713,0.025319628417491913,0.024857625365257263,0.043889615684747696,0.2449994534254074,0.2449994534254074,0.2449994534254074,0.2449994534254074,0.2449994534254074,0.19698388874530792,0.2449994534254074,0.2449994534254074,0.2449994534254074,0.2449994534254074,0.2449994534254074,0.2449994534254074,0.1850498467683792,0.20152778923511505,0.1416427493095398,0.2449994534254074,0.2333294302225113,0.2449994534254074,1.0
7,0.0229654461145401,0.015531483106315136,0.014676881954073906,0.014554203487932682,0.025850387290120125,0.027610335499048233,0.07569888234138489,0.050648920238018036,0.028848979622125626,0.23701222240924835,0.13802075386047363,0.13842572271823883,0.13094119727611542,0.16449443995952606,0.17398123443126678,0.23798799514770508,0.19490274786949158,0.23798799514770508,0.09070742130279541,0.07392285019159317,0.08019796013832092,0.09693281352519989,0.2134549915790558,0.11787401139736176,0.19760966300964355,0.1454625129699707,0.0958700105547905,0.23798799514770508,0.23798799514770508,0.23798799514770508,0.23798799514770508,0.23798799514770508,0.23798799514770508,0.23798799514770508,0.23798799514770508,0.23798799514770508,0.17511840164661407,0.11019675433635712,0.10983826965093613,0.10058088600635529,0.12083230167627335,0.12169238924980164,0.14918462932109833,0.12460340559482574,0.17769598960876465,0.14721645414829254,0.12167685478925705,0.12376536428928375,0.09382245689630508,0.11121644079685211,0.10515760630369186,0.12169202417135239,0.11217186599969864,0.1415729820728302,0.19252972304821014,0.17914864420890808,0.18577615916728973,0.18400928378105164,0.209751158952713,0.209751158952713,0.209751158952713,0.209751158952713,0.20944644510746002,0.18379022181034088,0.16834643483161926,0.19184069335460663,0.16902905702590942,0.209751158952713,0.209751158952713,0.209751158952713,0.209751158952713,0.20957587659358978,1.0
8,0.025148285552859306,0.01764586940407753,0.016483992338180542,0.01687638834118843,0.021853523328900337,0.023283813148736954,0.044104769825935364,0.027185389772057533,0.024180669337511063,0.1391134113073349,0.10098658502101898,0.10186608135700226,0.09162500500679016,0.12401099503040314,0.10105980932712555,0.134649857878685,0.10184554755687714,0.13572590053081512,0.1370079219341278,0.1404656618833542,0.14554384350776672,0.16197799146175385,0.1860886961221695,0.14793846011161804,0.19631536304950714,0.15972720086574554,0.1272154152393341,0.2688863277435303,0.2688863277435303,0.2688863277435303,0.2688863277435303,0.2688863277435303,0.2688863277435303,0.2688863277435303,0.2688863277435303,0.2688863277435303,0.12191618233919144,0.09547363221645355,0.09778953343629837,0.08584781736135483,0.10837196558713913,0.08427263796329498,0.1045571118593216,0.08544203639030457,0.1202048510313034,0.06418250501155853,0.0675404816865921,0.08891357481479645,0.0697060227394104,0.05828901752829552,0.0406687930226326,0.0465162917971611,0.04115309938788414,0.0611509270966053,0.24089165031909943,0.24089165031909943,0.24089165031909943,0.24089165031909943,0.24089165031909943,0.24089165031909943,0.24089165031909943,0.24089165031909943,0.24089165031909943,0.17322924733161926,0.22715014219284058,0.24089165031909943,0.24089165031909943,0.22352975606918335,0.16551826894283295,0.16141095757484436,0.14879803359508514,0.1672956496477127,1.0
9,0.0482725091278553,0.023485617712140083,0.028026826679706573,0.017571868374943733,0.038558732718229294,0.03198065236210823,0.09567819535732269,0.06058630719780922,0.05389288440346718,0.19770006835460663,0.12865763902664185,0.13252697885036469,0.0932106152176857,0.1437312513589859,0.10770245641469955,0.17021271586418152,0.13504372537136078,0.1887170672416687,0.1313459426164627,0.11007353663444519,0.12656131386756897,0.0989212617278099,0.17872221767902374,0.11733726412057877,0.2499113529920578,0.1931363195180893,0.1344383805990219,0.2499113529920578,0.2499113529920578,0.2499113529920578,0.2499113529920578,0.2499113529920578,0.2499113529920578,0.2499113529920578,0.2499113529920578,0.2499113529920578,0.14465850591659546,0.10294465720653534,0.11116458475589752,0.08073535561561584,0.10034215450286865,0.07637957483530045,0.10409216582775116,0.09080420434474945,0.13541646301746368,0.08019573986530304,0.08421625941991806,0.11928684264421463,0.0787787139415741,0.06677566468715668,0.04432137683033943,0.04688040539622307,0.043192170560359955,0.06916476041078568,0.22854553163051605,0.22854553163051605,0.22854553163051605,0.21213224530220032,0.22854553163051605,0.22412975132465363,0.22295181453227997,0.20690295100212097,0.22854553163051605,0.22854553163051605,0.22854553163051605,0.22854553163051605,0.22854553163051605,0.22854553163051605,0.2009153664112091,0.1841193288564682,0.15411493182182312,0.1973589062690735,1.0
10,0.06003296747803688,0.041272833943367004,0.039004337042570114,0.04052683338522911,0.15228578448295593,0.0864512175321579,0.14243867993354797,0.11850084364414215,0.06839168816804886,0.09910452365875244,0.10863659530878067,0.05234844610095024,0.03775801882147789,0.07699383795261383,0.048975199460983276,0.07011595368385315,0.07794050127267838,0.07061627507209778,0.1678522229194641,0.15488973259925842,0.1706486940383911,0.1315927654504776,0.25031578540802,0.1495729386806488,0.24558714032173157,0.19105753302574158,0.1654999554157257,0.25031578540802,0.25031578540802,0.25031578540802,0.25031578540802,0.25031578540802,0.25031578540802,0.25031578540802,0.25031578540802,0.25031578540802,0.07824567705392838,0.08844425529241562,0.044045574963092804,0.02811485528945923,0.03813749551773071,0.019543379545211792,0.024298803880810738,0.027953002601861954,0.04491366446018219,0.06217266246676445,0.04378828406333923,0.04345687851309776,0.03815986588597298,0.05522489920258522,0.039982400834560394,0.07970068603754044,0.05874328315258026,0.054169367998838425,0.23861384391784668,0.23861384391784668,0.23861384391784668,0.21557116508483887,0.21957503259181976,0.20712910592556,0.23861384391784668,0.23861384391784668,0.23861384391784668,0.23861384391784668,0.22192658483982086,0.20808500051498413,0.1966629922389984,0.23861384391784668,0.2376341074705124,0.23861384391784668,0.23861384391784668,0.23861384391784668,1.0
